Topic,Media,Sentence,Sentiment
koalicja obywatelska,WPolityce,Schetyna grozi ws. pedofilii w Koœciele,"{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

rz¹d,WPolityce,By³a premier kpi z Polaków,"{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,"PO robi kampaniê na pedofilii. Schetyna grozi: Jeœli Koœció³ nie bêdzie wspó³pracowaæ, to pañstwo zast¹pi aktywnoœæ Koœcio³a","{'smutek': 3, 'strach': 3, 'wstrêt': 3, 'z³oœæ': 3}"

rz¹d,WPolityce,"Kopciñska: Nie da siê wykluczyæ, ¿e atak na ambasadora Marka Magierowskiego w Izraelu, to efekt nagonki na pañstwo polskie","{'radoœæ': 1, 'smutek': 2, 'wstrêt': 1, 'zaskoczenie czymœ nieprzewidywanym': 1, 'strach': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,Minister Suski zgasi³ pos³ów PO-KO: Pañstwa rozum po prostu opuœci³ przed wyborami. Wy ¿eœcie pedofili bronili,"{'radoœæ': 2, 'zaufanie': 4, 'strach': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,Suski do PO-KO: Rozum was opuœci³,"{'radoœæ': 1, 'zaufanie': 1}"

ue,WPolityce,W TSUE rozprawa w sprawie skargi KE m.in. na Polskê! MSZ: Nie ma podstaw do kontynuowania mechanizmu relokacji uchodŸców,{'smutek': 3}

wiosna,WPolityce,Biedroñ ma problemy. Chodzi o aferê pedofilsk¹ w S³upsku. Prokuratura: Urz¹d miejski nie zawiadomi³ o podejrzeniu pope³nienia przestêpstwa,"{'wstrêt': 2, 'z³oœæ': 2, 'smutek': 1}"

pis,WPolityce,Piotrowicz odpowiada na zarzuty,"{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

biedroñ,WPolityce,Problemy Biedronia. Chodzi o aferê pedofilsk¹,"{'wstrêt': 1, 'z³oœæ': 1}"

rz¹d,WPolityce,MSZ Izraela wstrz¹œniêty atakiem,"{'radoœæ': 1, 'smutek': 1, 'zaskoczenie czymœ nieprzewidywanym': 1, 'z³oœæ': 1}"

ue,WPolityce,Instytucje UE nie ustaj¹ w grillowaniu Polski ws. uchodŸców! 29 lipca opinia rzecznika generalnego TSUE dot. skargi KE,{'smutek': 4}

rz¹d,WPolityce,Rzecznik MSZ Izraela: Jesteœmy wstrz¹œniêci atakiem na ambasadora Marka Magierowskiego. Dla nas to sprawa najwy¿szej wagi,"{'radoœæ': 4, 'smutek': 2, 'zaskoczenie czymœ nieprzewidywanym': 2, 'z³oœæ': 2, 'zaufanie': 2}"

koœció³,WPolityce,OdpowiedŸ Koœcio³a na film Sekielskiego. Abp G¹decki zwo³a³ zebranie Rady Sta³ej KEP,"{'radoœæ': 3, 'zaufanie': 3}"

koalicja obywatelska,WPolityce,"Koniec mi³oœci? Greenpeace odcina siê od Schetyny: ""R¿nie g³upa. PO ma z³y program energetyczny i nie walczy z kryzysem klimatycznym""","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 5, 'smutek': 2, 'wstrêt': 5, 'z³oœæ': 4, 'zaufanie': 1, 'strach': 1}"

rz¹d,WPolityce,"NASZ WYWIAD. Premier o ksi¹¿kach na swój temat, maj¹tku, kontach i akcjach. ""A¿ bojê siê przyznaæ, ¿e czasami lubiê zjeœæ „chiñszczyznê”, albo pizzê""",{'zaufanie': 2}

koalicja obywatelska,WPolityce,Nieoczekiwany efekt filmu Sekielskiego? Budka i Neumann atakuj¹ Biedronia! Ostry zgrzyt na linii PO - Wiosna,"{'radoœæ': 5, 'smutek': 5, 'z³oœæ': 5, 'zaufanie': 5}"

pis,WPolityce,"Napastliwe zachowanie Budki. Za¿¹da³ przerwy w obradach Sejmu, by ""PiS odda³ siê refleksji ws. obroñcy pedofila"". WIDEO","{'strach': 2, 'z³oœæ': 2, 'wstrêt': 1}"

rz¹d,WPolityce,Premier o ksi¹¿kach na swój temat,{'zaufanie': 1}

polska,WPolityce,"Sztubackie zaproszenie Schetyny na marsz ""Polska w Europie"": ""Pójdziemy z Donaldem i z Rafa³em. Z W³adkiem i z W³odkiem. I z Tob¹. WIDEO","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,TYLKO U NAS. Waszczykowski: S³u¿by bezpieczeñstwa Izraela powinny wyjaœniæ sprawê ataku na Marka Magierowskiego,"{'radoœæ': 2, 'zaufanie': 2}"

koœció³,WPolityce,"Andruszkiewicz punktuje opozycjê: Niszczycie Koœció³, bo blokuje realizacjê waszych chorych pomys³ów. Rabiej o tym mówi³","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'zaufanie': 1, 'smutek': 1, 'z³oœæ': 1}"

kukiz15,WPolityce,"Kukiz: Jest rzecz¹ oczywist¹ i ogólnie powszechnie znan¹ w œrodowiskach celebryckich, ¿e taki proceder pedofilii ma od dawna miejsce","{'smutek': 2, 'zaufanie': 1, 'z³oœæ': 3, 'wstrêt': 2, 'strach': 1}"

koœció³,WPolityce,"Abp G³ódŸ przeprasza za wypowiedŸ o filmie Sekielskiego: ""U¿y³em niew³aœciwych s³ów. Nie mia³y one na celu uraziæ ofiar pedofilii""","{'smutek': 3, 'wstrêt': 2, 'z³oœæ': 2, 'strach': 1}"

wiosna,WPolityce,Ale¿ siê gryz¹! Wiosna zapowiada pozew przeciwko PO-KO. Spurek broni Biedronia: Podj¹³ dzia³ania ws. pedofila w S³upsku,"{'strach': 4, 'wstrêt': 4, 'z³oœæ': 4}"

koœció³,WPolityce,Abp G³ódŸ: u¿y³em niew³aœciwych s³ów,"{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,TYLKO U NAS. Witold Waszczykowski: S³u¿by bezpieczeñstwa Izraela powinny wyjaœniæ sprawê ataku na Marka Magierowskiego,"{'radoœæ': 2, 'zaufanie': 2}"

rz¹d,WPolityce,"Premier mówi ""sprawdzam"". Morawiecki: Apelujê do pos³ów Koalicji Europejskiej, ¿eby g³osowaæ za zaostrzeniem kar w sprawie pedofilii","{'smutek': 2, 'strach': 2, 'wstrêt': 2, 'z³oœæ': 2}"

pis,WPolityce,TYLKO U NAS. Waszczykowski: S³u¿by bezpieczeñstwa Izraela powinny wyjaœniæ sprawê ataku na Marka Magierowskiego,"{'radoœæ': 2, 'zaufanie': 2}"

rz¹d,WPolityce,Wa¿na decyzja szefa MON! Defilada w œwiêto Wojska Polskiego odbêdzie siê w Katowicach. Ma uczciæ trwaj¹cy Rok Powstañ Œl¹skich,{'zaufanie': 2}

pis,WPolityce,"Ordynarny hejt na prof. Krystynê Paw³owicz. Zaapelowa³a do homoseksualistów, spotka³a j¹ nienawiœæ. KOMENTARZE","{'wstrêt': 3, 'z³oœæ': 3, 'smutek': 2}"

pis,WPolityce,"Napastliwe zachowanie Budki. Za¿¹da³ przerwy w obradach Sejmu, by ""PiS odda³ siê refleksji ws. obroñcy pedofila"". WIDEO","{'strach': 2, 'z³oœæ': 2, 'wstrêt': 1}"

pis,WPolityce,"Rz¹dowa ustawa maturalna uratowa³a blisko 60 tys. uczniów! Minister Zalewska: ""Kilkaset szkó³ nie chcia³o klasyfikowaæ""","{'zaufanie': 2, 'radoœæ': 1}"

media,WPolityce,Jerzy Jachowicz: Jak Dulkiewicz walczy z rz¹dem PiS i pomaga Tuskowi w kampanii,"{'radoœæ': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,Tusk i Wa³êsa na imprezie ECS,"{'radoœæ': 2, 'z³oœæ': 2}"

rz¹d,WPolityce,PILNE. Bia³y Dom przekazuje oficjalnie: Prezydent USA spotka siê z prezydentem Dud¹ 12 czerwca w Waszyngtonie,"{'smutek': 2, 'z³oœæ': 2}"

rz¹d,WPolityce,"NASZ WYWIAD. Premier o ksi¹¿kach na swój temat, maj¹tku, kontach i akcjach. ""A¿ bojê siê przyznaæ, ¿e czasami lubiê zjeœæ",{'zaufanie': 2}

rz¹d,WPolityce,Zdecydowane s³owa prezydenta Dudy: Ambasador Magierowski zosta³ poni¿ony. W³adze Izraela musz¹ to wyjaœniæ,"{'radoœæ': 2, 'zaufanie': 2}"

pis,WPolityce,"SONDA¯. PiS wygrywa wybory do PE! Kukiz'15 nad kresk¹, s³aby wynik Konfederacji","{'smutek': 2, 'z³oœæ': 2}"

rz¹d,WPolityce,"Wa¿ne! Prezydent Duda: Nie zgodzê siê, by zmieniæ prawo tak, aby mo¿liwe by³y roszczenia. Nie my tworzyliœmy obozy koncentracyjne","{'zaufanie': 4, 'radoœæ': 2, 'smutek': 2}"

koalicja obywatelska,WPolityce,"Zdumiewaj¹ce! Budka atakuje rz¹dowy projekt ustawy dot. walki z pedofili¹: ""Szczyt k³amstwa i ob³udy""","{'smutek': 2, 'z³oœæ': 2, 'strach': 1, 'wstrêt': 1}"

rz¹d,WPolityce,"Za chwilê siê oka¿e, ¿e ambasador Marek Magierowski sam jest sobie winien","{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

rz¹d,WPolityce,"Marek Magierowski zabra³ g³os ws. ataku w Tel Awiwie: ""Dziêkujê za wszystkie wyrazy wsparcia. Pracujemy dalej, bez zmian""","{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'strach': 1, 'zaskoczenie czymœ nieprzewidywanym': 1}"

pis,WPolityce,Jaki publikuje wykaz skazanych za pedofiliê z podzia³em na zawody: Wkrótce te informacje znajd¹ siê w rejestrze. SPRAWD SZCZEGÓ£Y,"{'smutek': 2, 'strach': 1, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja europejska,WPolityce,Jak trwoga... Plakaty wyborcze KE na p³otach Koœcio³ów. Internauci pokazuj¹ gdzie mo¿na znaleŸæ wizerunki polityków opozycji,{'strach': 1}

koalicja obywatelska,WPolityce,"Chwila szczeroœci? Boni opowiada, jak ¿al¹ siê do niego ""koledzy z ró¿nych pañstw"": ""Kiedyœ byliœcie reprezentantami naszych interesów""","{'zaufanie': 2, 'z³oœæ': 1, 'radoœæ': 1}"

rz¹d,WPolityce,"¯enuj¹ce! Sejm pracuje nad projektem zaostrzaj¹cym kary za pedofiliê, a Scheuring-Wielgus i Mieszkowski robi¹ happening. ZDJÊCIE","{'wstrêt': 2, 'zaskoczenie czymœ nieprzewidywanym': 1, 'z³oœæ': 2, 'smutek': 1, 'strach': 1}"

koœció³,WPolityce,"Kard. Nycz: Jako kap³an i jako cz³owiek przepraszam osoby pokrzywdzone za ból, ³zy, za cierpienie. Dziœ wyst¹pi³bym w filmie",{'smutek': 2}

pis,WPolityce,"Piotrowicz: ""Nie mam ochoty ogl¹daæ filmu Sekielskich"". Wyla³a siê fala hejtu. Pos³a zaatakowa³ Biedroñ i jego akolici. KOMENTARZE","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'smutek': 6, 'z³oœæ': 6, 'wstrêt': 4}"

pis,WPolityce,Jak Dulkiewicz walczy z rz¹dem PiS i pomaga Tuskowi w kampanii,"{'radoœæ': 1, 'wstrêt': 1, 'z³oœæ': 1}"

media,WPolityce,"Odlot! ¯akowski histeryzuje: Ksi¹¿ka Pi¹tka to wstrz¹saj¹cy dokument, podobnie jak Sekielskich. Nie widzê trzêsienia ziemi! WIDEO","{'smutek': 1, 'strach': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,"Chwila szczeroœci? Boni opowiada, jak ¿al¹ siê do niego ""koledzy z ró¿nych pañstw"": Kiedyœ byliœcie reprezentantami naszych interesów","{'zaufanie': 2, 'z³oœæ': 1, 'radoœæ': 1}"

szkolnictwo,WPolityce,"Broniarz atakuje Paw³a Kukiza: ""Zastanawia mnie, dlaczego nie walczy³ o zmianê postawy rz¹du?"". Zaliczy³ te¿ wpadkê","{'smutek': 2, 'radoœæ': 1, 'wstrêt': 2, 'z³oœæ': 2, 'strach': 1}"

pis,WPolityce,Prof. Legutko: G³ównym problemem w Koœciele jest homoseksualizm i lawendowa mafia. Nies³ychanie trudno z ni¹ walczyæ. WIDEO,"{'strach': 1, 'z³oœæ': 2, 'radoœæ': 1, 'wstrêt': 1}"

koalicja obywatelska,WPolityce,"Mucha siêga po celebrytów niechêtnych Polsce. Ochy i achy Holland: ""Mam wysokie mniemanie o jej integralnoœci"". WIDEO","{'radoœæ': 4, 'wstrêt': 2, 'zaufanie': 4, 'z³oœæ': 2}"

koœció³,WPolityce,"Sekielski pomyli³ role i poucza Koœció³: ""Musi wykonaæ gigantyczn¹ pracê, przewartoœciowaæ myœlenie i skupiæ siê na ofiarach""","{'radoœæ': 1, 'smutek': 2, 'z³oœæ': 1}"

pis,WPolityce,TYLKO U NAS. I to chyba koñczy sprawê. Oœwiadczenie banku Santander w sprawie rzekomej odprawy dla Mateusza Morawieckiego. [DOKUMENT],"{'smutek': 1, 'z³oœæ': 1}"

ue,WPolityce,"Co za tupet! Timmermans grozi Europie Œrodkowej: Jeœli nie bêdzie solidarnoœci ws. uchodŸców, prêdzej czy póŸniej wróc¹ granice","{'wstrêt': 1, 'z³oœæ': 1, 'smutek': 1}"

media,WPolityce,"Opcja zerowa w s³u¿bach i biznesie! ""DGP"": Byli esbecy, funkcjonariusze s³u¿b i ich wspó³pracownicy przed 1989 r. nie uzyskaj¹ poœwiadczeñ bezpieczeñstwa","{'wstrêt': 1, 'z³oœæ': 1, 'radoœæ': 1, 'zaufanie': 1}"

szkolnictwo,WPolityce,"""Têczowe rodziny"" na UW!",{'radoœæ': 1}

pis,WPolityce,"Jednoznaczne s³owa premiera Morawieckiego przed wylotem do Brukseli: ""Nie bêdzie ¿adnego testu przedsiêbiorcy""",{'zaufanie': 1}

szkolnictwo,WPolityce,"""Têczowe rodziny"" na UW! Na uczelni odbêdzie siê ideologiczne seminarium poœwiêcone zwi¹zkom homoseksualnym","{'radoœæ': 2, 'wstrêt': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,"Podzia³ w PSL po rozszerzeniu KE. Paszyk zachwycony: ""Dobrze, ¿e jest nas wiêcej"". Sawicki o samodzielnym starcie jesieni¹",{'radoœæ': 4}

wiosna,WPolityce,Cenzorskie zapêdy Spurek! By³¹ zastêpczyni RPO zabola³y s³owa prof. Legutki: Czy osoby z takimi pogl¹dami powinny mieæ prawa wyborcze?,"{'smutek': 3, 'z³oœæ': 3}"

koalicja obywatelska,WPolityce,"PO krytykuje projekt ustawy dot. walki z pedofili¹, a co sami zrobili? Mazurek: Skrócili przedawnienie dla pedofilów o 5 lat!","{'smutek': 4, 'strach': 4, 'wstrêt': 4, 'z³oœæ': 6}"

pis,WPolityce,I to chyba koñczy sprawê. Oœwiadczenie banku Santander w sprawie rzekomej odprawy dla Morawieckiego. [DOKUMENT],"{'smutek': 1, 'z³oœæ': 1}"

wiosna,WPolityce,Cenzorskie zapêdy Sylwii Spurek!,"{'smutek': 1, 'z³oœæ': 1}"

wiosna,WPolityce,"Najnowszy sonda¿ dla wPolityce.pl: Zjednoczona Prawica wyraŸnie prowadzi. Na antykoœcielnej nagonce zyskuje Biedroñ, a nie Schetyna","{'smutek': 2, 'strach': 2, 'z³oœæ': 2}"

pis,WPolityce,Waszczykowski po ataku na Magierowskiego: To jest odprysk nacjonalistycznej kampanii w Izraelu. Odpryskiem s¹ postawy antypolskie,"{'smutek': 3, 'strach': 3, 'wstrêt': 3, 'z³oœæ': 3}"

pis,WPolityce,TYLKO U NAS. I to chyba koñczy sprawê. Oœwiadczenie banku Santander w sprawie rzekomej odprawy dla Morawieckiego. [DOKUMENT],"{'smutek': 1, 'z³oœæ': 1}"

wiosna,WPolityce,Cenzorskie zapêdy Spurek! Polityk chce odbieraæ prawa wyborcze po s³owach prof. Legutko: Co tacy ludzie chc¹ robiæ w PE?,"{'smutek': 4, 'z³oœæ': 4}"

rz¹d,WPolityce,"Pupil finansjery w amoku! Balcerowicz: Premier to notoryczny k³amca. Dla Morawieckiego i Kaczyñskiego nie istnieje s³owo ""prawda""","{'radoœæ': 4, 'wstrêt': 6, 'smutek': 4, 'z³oœæ': 6}"

izrael,WPolityce,"Izraelczyk t³umaczy siê z ataku na ambasadora Magierowskiego. ""Chcê wyraziæ swoje szczere przeprosiny""","{'radoœæ': 2, 'zaufanie': 2}"

wiosna,WPolityce,"Najnowszy sonda¿ Social Changes dla wPolityce.pl: Zjednoczona Prawica wyraŸnie prowadzi. Na antykoœcielnej nagonce zyskuje Biedroñ, a nie Schetyna","{'smutek': 2, 'strach': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,TYLKO U NAS. Sawicki bezlitoœnie punktuje KE: Zbiorowa histeria antypisowska pcha wszystkich do jednego kocio³ka. To droga do pora¿ki,"{'smutek': 4, 'z³oœæ': 4, 'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'zaufanie': 2}"

polska,WPolityce,Wielki patron Polski! 16 maja obchodzimy 362. rocznicê mêczeñskiej œmierci niez³omnego kap³ana œw. Andrzeja Boboli,"{'cieszenie siê na coœ oczekiwanego': 1, 'radoœæ': 1, 'smutek': 3, 'strach': 1, 'z³oœæ': 1, 'zaufanie': 1}"

koalicja obywatelska,WPolityce,"Bardziej infantylnie siê nie da. Thun o uchodŸcach: Jakby 7 tys. osób przyjecha³o do Nowej Huty, to by pañstwo tego nie zauwa¿yli"". WIDEO",{'smutek': 1}

polska,WPolityce,Jak drobny cwaniaczek zrobi³ w konia pó³ Polski. Amber Gold to historia s³upa i grubych misiów,"{'smutek': 2, 'z³oœæ': 2}"

pis,WPolityce,"""Potêpi³em obrzydliwe zachowania seksualne wobec nieletnich"" - oœwiadczenie prof. Ryszarda Legutki","{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,"NASZ WYWIAD. Jaki: ""Platforma Obywatelska w sprawie walki z pedofili¹ powinna milczeæ. Fakty s¹ dla nich kompromituj¹ce""","{'smutek': 4, 'strach': 2, 'wstrêt': 4, 'z³oœæ': 4}"

rz¹d,WPolityce,"Prezydent w stulecie Powstañ Œl¹skich: Trzy razy trzeba by³o walczyæ, by Œl¹sk móg³ nale¿eæ do Polski. To dowodzi, jak jest cenny","{'strach': 2, 'z³oœæ': 4, 'radoœæ': 4, 'wstrêt': 2, 'zaufanie': 2}"

koalicja europejska,WPolityce,"Tak KE chce przekonaæ wyborców do g³osowania? Schetyna w Czerwiñsku: Wa¿ne, by wybraæ dobrych ludzi. Nasza ekipa taka jest",{'zaufanie': 2}

pis,WPolityce,"Prof. Legutko zapowiada pozwy! ""Potêpi³em obrzydliwe zachowania seksualne wobec nieletnich"" - oœwiadczenie","{'smutek': 1, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,"Gor¹ca debata o pedofilii w Sejmie! Minister Ziobro do PO i PSL: ""Daliœcie prezent pedofilom skracaj¹c o piêæ lat bieg przedawnienia""","{'smutek': 6, 'z³oœæ': 9, 'strach': 6, 'wstrêt': 6}"

polska,WPolityce,"Sêdzia Majchrowski z SN mia¿d¿y narracjê „GW” i ulubienicy „kasty”, sêdzi Fr¹ckowiak: „Chwyta siê ka¿dego sposobu, by zablokowaæ postêpowania""","{'wstrêt': 1, 'z³oœæ': 1, 'radoœæ': 1}"

koalicja obywatelska,WPolityce,"TYLKO U NAS. Mocny komentarz Gryglasa do s³ów Thun ws. przyjêcia uchodŸców: ""To nie ma nic wspólnego ze zdrowym rozs¹dkiem""","{'smutek': 3, 'radoœæ': 2, 'wstrêt': 1, 'zaufanie': 2, 'z³oœæ': 2}"

koœció³,WPolityce,"Zatroskana o los Koœcio³a Wielowieyska pyta: ""Czy mo¿liwe jest, ¿e ca³y Episkopat,  jak w Chile, odda siê do dyspozycji papie¿a?""","{'smutek': 6, 'radoœæ': 4, 'zaufanie': 2, 'strach': 2, 'z³oœæ': 2}"

rz¹d,WPolityce,"Dobra wiadomoœæ! Mê¿czyzna, który zaatakowa³ Marka Magierowskiego stanie przed s¹dem w Izraelu","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

usa,WPolityce,Mosbacher ws. ustawy 447: Informacje przekazywane w kampanii Konfederacji s¹ nieprawdziwe. Jakubiak: Zwrócimy siê do MSZ i PKW,"{'smutek': 3, 'wstrêt': 3, 'z³oœæ': 3}"

izrael,WPolityce,Skandaliczny komentarz w „Jerusalem Post”: „Morawiecki musi zostaæ poci¹gniêty do odpowiedzialnoœci”,"{'smutek': 2, 'z³oœæ': 2}"

izrael,WPolityce,"Atak na Polskê w ""Jerusalem Post"". Premier przedstawiony jako nacjonalista odpowiedzialny za wzmacnianie antysemityzmu","{'cieszenie siê na coœ oczekiwanego': 2, 'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

konfederacja,WPolityce,"Korwin-Mikke robi kampaniê na skandalu? Og³osi³: ""Celibat jest czymœ nienaturalnym dla mê¿czyzny""",{'wstrêt': 2}

koœció³,WPolityce,"O. Rydzyk apeluje o walkê z przyczynami pedofilii: ""To coœ obrzydliwego. Zauwa¿my jednak, ¿e najpierw ktoœ wspó³czesny œwiat od lat seksualizuje""","{'smutek': 2, 'strach': 2, 'wstrêt': 2, 'z³oœæ': 2}"

ue,WPolityce,"Kampania wyborcza do PE w cieniu ataków na Koœció³. ""G³osi prawdê, dlatego trzeba go wykluczyæ z debaty"". Wa¿na rozmowa w Radiu Maryja",{'zaufanie': 3}

rz¹d,WPolityce,"Wojewoda Czarnek odznaczy³ samorz¹dowców za sprzeciw wobec LGBT. ""Jeœli szatan chce uderzyæ we wspólnotê, to uderza w rodzinê""","{'radoœæ': 1, 'smutek': 1, 'z³oœæ': 2, 'wstrêt': 1}"

rz¹d,WPolityce,Pomyli³a Sejm z cyrkiem i teraz za to odpowie. Pos³owie zgodzili siê na poci¹gniêcie do odpowiedzialnoœci karnej Joanny Schmidt,"{'smutek': 2, 'z³oœæ': 2}"

pis,WPolityce,Wymowne! By³y sêdzia niemieckiego Trybuna³u Konstytucyjnego ubolewa: Opór Polaków wobec PiS nie by³ wystarczaj¹co silny,"{'radoœæ': 1, 'zaufanie': 1, 'smutek': 1, 'z³oœæ': 1}"

pis,WPolityce,"NASZ WYWIAD. Czarnecki: Timmermans, gro¿¹c pañstwom Europy Œrodkowo-Wschodniej, potwierdzi³ ¿e nie ma szans na stanowisko szefa KE","{'radoœæ': 3, 'zaufanie': 3}"

koalicja obywatelska,WPolityce,"Neumann ujawnia polityczny plan PO: Pomo¿emy Koœcio³owi. Jak wygramy wybory, powo³amy specjaln¹ komisjê i otworzymy archiwa","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 4, 'wstrêt': 2}"

koœció³,WPolityce,Bp Suski odpowiada na Stowarzyszeniu Polska Laicka: Odrzucam zarzuty dotycz¹ce ukrywania czynów pedofilskich ksiê¿y,"{'smutek': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,"Taka œwiatowa? Bieñkowska pora¿a b³yskotliwoœci¹: Rz¹d puszcza taki ""message"". Polska nie ma zaufania w UE. Kiedy by³am ministrem...","{'radoœæ': 8, 'zaufanie': 4}"

pis,WPolityce,"Mazurek reaguje na s³owa Sawickiego dla wPolityce.pl: Szkoda, ¿e pan Kosiniak-Kamysz jest g³uchy na m¹dre sugestie","{'radoœæ': 1, 'zaufanie': 1}"

koœció³,WPolityce,G³os z Watykanu. Nuncjusz apostolski po emisji filmu Sekielskich: Papie¿ jest bardzo zaniepokojony. Wyra¿a wspó³czucie,"{'smutek': 4, 'zaufanie': 4}"

pis,WPolityce,"Ciekawa dyskusja w TVP. Legutko: ""W sprawie pedofilii nale¿y wy³¹czyæ jêzyk partyjny"". Apel: ""Ca³y czas jest poczucie bezkarnoœci""","{'radoœæ': 2, 'smutek': 3, 'strach': 3, 'wstrêt': 2, 'z³oœæ': 3}"

koœció³,WPolityce,"Prymas Polski: ""Musimy zmagaæ siê i walczyæ o to, ¿eby oczyœciæ Koœció³ z grzechu i przestêpstwa. Musimy pomóc pokrzywdzonym""","{'radoœæ': 3, 'wstrêt': 9, 'z³oœæ': 9, 'cieszenie siê na coœ oczekiwanego': 3, 'zaufanie': 3, 'smutek': 6}"

biedroñ,WPolityce,"Tego nie da siê zapomnieæ. Kandydat Biedronia pokaza³ swój spot. ""...na, na, na, na Marcin to jest goœæ, który zrobi coœ"". WIDEO","{'zaufanie': 2, 'radoœæ': 1}"

media,WPolityce,"Jacek Karnowski: Lewica manipuluje s³owami prof. Legutko, bo sprawa pedofilii interesuje j¹ tylko o tyle, o ile wpisuje siê ona w jej dogmaty i plany","{'smutek': 2, 'strach': 2, 'wstrêt': 2, 'z³oœæ': 2}"

koalicja obywatelska,WPolityce,Opozycja zbojkotowa³a g³osowanie nad zmianami w Kodeksie karnym! Rzecznik PiS: Wyst¹pili w interesie pseudoelit,"{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'strach': 2, 'zaskoczenie czymœ nieprzewidywanym': 2}"

rz¹d,WPolityce,PILNE! Sejm uchwali³ nowelizacjê k.k,"{'smutek': 1, 'z³oœæ': 1}"

pis,WPolityce,PILNE! Czaputowicz spotka siê z £awrowem,"{'smutek': 1, 'z³oœæ': 1}"

koalicja obywatelska,WPolityce,Po burzliwej debacie Sejm uchwali³ nowelizacjê Kodeksu karnego ws. m.in. pedofilii. SPRAWD jakie wprowadzono zmiany!,"{'smutek': 4, 'z³oœæ': 4, 'strach': 4, 'wstrêt': 2, 'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'zaskoczenie czymœ nieprzewidywanym': 2}"

pis,WPolityce,Gor¹ca noc w Sejmie! Minister Ziobro po przyjêciu nowelizacji Kodeksu karnego: Bêdziemy ¿elazem wypalaæ pedofiliê,"{'smutek': 4, 'z³oœæ': 6, 'zaskoczenie czymœ nieprzewidywanym': 2, 'strach': 2, 'wstrêt': 2}"

koalicja obywatelska,WPolityce,Hucpa! Schetyna zapowiada projekt pañstwowej komisji ds. pedofilii w Koœciele. Za zaostrzeniem kar jednak opozycja nie g³osowa³a,"{'smutek': 4, 'wstrêt': 4, 'z³oœæ': 4, 'strach': 2}"

koœció³,WPolityce,"Mocne s³owa Macierewicza! ""Sugeruje siê, ¿e Koœció³ jest siedliskiem obroñców pedofilii. To szczególnie perfidna i k³amliwa narracja""","{'smutek': 3, 'strach': 2, 'wstrêt': 3, 'z³oœæ': 3}"

rz¹d,WPolityce,"Szuka spisku? Prof. P³atek drwi ze zmian w Kodeksie karnym: Ciemny lud to kupi, a rz¹d gwarantuje ksiê¿om i Koœcio³owi bezkarnoœæ","{'smutek': 1, 'wstrêt': 1, 'z³oœæ': 1}"

pis,WPolityce,"Prof. Legutko: ""Je¿eli mówicie, ¿e moje rozumienie pedofilii jest b³êdne, to poka¿cie na czym ten b³¹d polega!""","{'smutek': 2, 'strach': 1, 'wstrêt': 1, 'z³oœæ': 2}"

izrael,WPolityce,"Skandaliczne! Redaktor naczelny ""Jerusalem Post"" dolewa oliwy do ognia: ""Nazistowskie Niemcy i ich polscy kolaboranci...""","{'smutek': 2, 'z³oœæ': 4, 'wstrêt': 2}"

koalicja europejska,WPolityce,"Sukces rz¹du, wygra³ spór z KE w TSUE w sprawie podatku od sklepów wielkopowierzchniowych","{'cieszenie siê na coœ oczekiwanego': 2, 'radoœæ': 2, 'z³oœæ': 2}"

